x,y,datetime
10.7911395987247,59.6581913809649,2021-05-03 05:30:02
10.7911255971665,59.6581273810363,2021-05-03 05:32:02
10.7910786089207,59.6585923814693,2021-05-03 05:34:03
10.791359610103,59.6586723796943,2021-05-03 05:36:03
10.7913166103278,59.6586763799706,2021-05-03 05:38:33
10.7911946101077,59.6586533807445,2021-05-03 05:40:33
10.7909326080207,59.6585393823882,2021-05-03 05:42:33
10.7904655980347,59.6580853852467,2021-05-03 05:44:33
10.7895715871909,59.6575473908129,2021-05-03 05:46:33
10.7902385883011,59.6576693865805,2021-05-03 05:48:33
10.7908555925045,59.6579093827016,2021-05-03 05:50:34
10.791013597292,59.6581193817505,2021-05-03 05:52:34
10.7908756048384,59.6584053827148,2021-05-03 05:54:37
10.7906136083729,59.6585163844225,2021-05-03 05:56:40
10.7908636064973,59.65847038281,2021-05-03 05:58:40
10.790863615167,59.6588173829087,2021-05-03 06:00:40
10.7909016218275,59.6590883827427,2021-05-03 06:02:40
10.7907306365164,59.6596563839983,2021-05-03 06:05:10
10.7903586513402,59.6602063865347,2021-05-03 06:07:10
10.7894226570083,59.6603243925564,2021-05-03 06:09:10
10.7892776588539,59.6603813935003,2021-05-03 06:11:10
10.7894676586017,59.6603933922882,2021-05-03 06:13:10
10.7892416601079,59.6604273937437,2021-05-03 06:15:11
10.789157660252,59.66042339428,2021-05-03 06:17:11
10.78929566205,59.6605113934221,2021-05-03 06:19:41
10.7895666533415,59.6601943915982,2021-05-03 06:21:41
10.7900186487049,59.6600613886686,2021-05-03 06:23:41
10.7904246411286,59.6598053859984,2021-05-03 06:25:41
10.7910286382242,59.6597593821212,2021-05-03 06:27:42
10.7917276351436,59.6597173776374,2021-05-03 06:29:43
10.7918116359489,59.6597593771119,2021-05-03 06:31:43
10.7921276234121,59.659294374958,2021-05-03 06:34:13
10.7917756152903,59.6589283771058,2021-05-03 06:36:43
10.7913706110204,59.6587103796348,2021-05-03 06:38:44
10.7909316068743,59.6584933823815,2021-05-03 06:40:44
10.7906336004947,59.6582033842055,2021-05-03 06:42:45
10.7907715991444,59.6581653833118,2021-05-03 06:45:15
10.7914325994224,59.6582533791081,2021-05-03 06:47:15
10.7916605980854,59.6582263776419,2021-05-03 06:49:20
10.7918125990678,59.6582833766857,2021-05-03 06:51:20
10.7918446020228,59.6584053765157,2021-05-03 06:53:20
10.7917486008777,59.6583483771136,2021-05-03 06:55:21
10.7912565984847,59.6581953802176,2021-05-03 06:57:21
10.7905645973474,59.6580693846087,2021-05-03 06:59:23
10.7904795959954,59.6580053851343,2021-05-03 07:01:23
10.789788582938,59.6574023893833,2021-05-03 07:03:23
10.789353583727,59.6573833921608,2021-05-03 07:05:24
10.7891915839978,59.6573753931949,2021-05-03 07:07:24
10.7891925843696,59.6573903931928,2021-05-03 07:09:25
10.7891745863456,59.6574673933299,2021-05-03 07:11:29
10.7892575836312,59.6573683927707,2021-05-03 07:13:30
10.7885325844881,59.6573183973946,2021-05-03 07:15:31
10.7885675805641,59.6571653971271,2021-05-03 07:17:32
10.7880645753549,59.656898400269,2021-05-03 07:19:34
10.7878215750114,59.6568564018117,2021-05-03 07:21:36
10.7878115756151,59.6568794018822,2021-05-03 07:23:36
10.7882065715199,59.6567613993216,2021-05-03 07:25:36
10.7878355730721,59.6567804017005,2021-05-03 07:27:36
10.7878995697386,59.6566544012552,2021-05-03 07:29:36
10.787896564701,59.6564524012168,2021-05-03 07:31:41
10.7879905595567,59.6562574005599,2021-05-03 07:33:41
10.7882875511749,59.6559563985742,2021-05-03 07:35:41
