x,y,datetime
10.7734332569873,59.658698693992,2021-05-06 18:11:51
10.7734892596385,59.6585386942155,2021-05-06 18:13:51
10.7739182640557,59.6584816957195,2021-05-06 18:15:51
10.7739902686104,59.6581916960218,2021-05-06 18:17:52
10.7739062681013,59.658176695732,2021-05-06 18:19:52
10.7744372725141,59.6581836975797,2021-05-06 18:21:56
10.7744672718305,59.6582526976719,2021-05-06 18:23:58
10.7743252685036,59.6584086971497,2021-05-06 18:25:59
10.7743762699157,59.6583366973401,2021-05-06 18:27:59
10.7744522690651,59.6584466975851,2021-05-06 18:29:59
10.7743992656507,59.6586646973617,2021-05-06 18:31:59
10.7742122622001,59.6588016966862,2021-05-06 18:34:00
10.7738382587666,59.6588206953805,2021-05-06 18:36:06
10.7738932516044,59.659381695472,2021-05-06 18:38:36
10.7737592467813,59.6596526949572,2021-05-06 18:41:02
10.7737582481192,59.6595536949713,2021-05-06 18:43:28
10.7737142439105,59.6598356947679,2021-05-06 18:45:55
10.7736772382515,59.660228694569,2021-05-06 18:48:21
10.7734812357034,59.660293693875,2021-05-06 18:50:46
10.7734802351781,59.6603316938647,2021-05-06 18:53:12
10.7734552354827,59.6602936937844,2021-05-06 18:55:38
10.7733822337205,59.6603776935153,2021-05-06 18:58:05
10.7733092328015,59.6603996932571,2021-05-06 19:00:31
10.7734352331912,59.660449693687,2021-05-06 19:03:00
10.7734012338818,59.6603776935814,2021-05-06 19:05:26
10.773399233348,59.6604156935677,2021-05-06 19:07:54
10.7734092335417,59.6604076936039,2021-05-06 19:09:54
10.7734332352551,59.6602966937073,2021-05-06 19:11:54
10.7733232330699,59.6603886933079,2021-05-06 19:13:54
10.7733152333692,59.6603616932848,2021-05-06 19:16:24
10.7734912352715,59.660331693903,2021-05-06 19:18:24
10.7735672406905,59.6599806942302,2021-05-06 19:20:28
10.7735782470669,59.6595186943508,2021-05-06 19:22:55
10.7733232454732,59.6594766934703,2021-05-06 19:25:22
10.7734842468401,59.659476694031,2021-05-06 19:27:48
10.7736042581262,59.6587216945833,2021-05-06 19:30:14
10.7735762578341,59.6587256944851,2021-05-06 19:32:38
10.7731892547118,59.6587136931397,2021-05-06 19:35:06
10.7731892547118,59.6587136931397,2021-05-06 19:37:06
10.7731892547118,59.6587136931397,2021-05-06 19:39:06
10.7731892547118,59.6587136931397,2021-05-06 19:41:06
10.7731272541855,59.6587136929238,2021-05-06 19:43:06
10.7731272541855,59.6587136929238,2021-05-06 19:45:06
10.7731272541855,59.6587136929238,2021-05-06 19:47:07
10.7731272541855,59.6587136929238,2021-05-06 19:49:07
