x,y,datetime
10.8048648786645,59.654058421055,2021-05-03 01:45:54
10.8051878756938,59.653924421895,2021-05-03 01:50:02
10.8051878756938,59.653924421895,2021-05-03 01:52:06
10.8051088766291,59.653936421691,2021-05-03 01:54:10
10.8050578777327,59.6538944215625,2021-05-03 01:56:14
10.8050398777824,59.6539134215149,2021-05-03 01:58:18
10.8052608745573,59.6539404220819,2021-05-03 02:00:22
10.8052618747047,59.6539244220855,2021-05-03 02:12:46
10.8052618747047,59.6539244220855,2021-05-03 02:14:50
10.8052618747047,59.6539244220855,2021-05-03 02:16:54
10.8050488803046,59.6536504215554,2021-05-03 02:18:58
10.8050698800239,59.6536504216095,2021-05-03 02:21:02
10.8052428752601,59.6538944220386,2021-05-03 02:23:06
10.805277873878,59.6539854221226,2021-05-03 02:27:14
10.8050188780631,59.6539134214609,2021-05-03 02:29:18
10.805154876587,59.6538794218131,2021-05-03 02:31:22
10.8051158766561,59.6539244217097,2021-05-03 02:35:30
10.8052498741316,59.6539974220498,2021-05-03 02:43:46
10.8052298742482,59.6540124219973,2021-05-03 03:37:30
10.8052298742482,59.6540124219973,2021-05-03 03:39:34
10.8050538772939,59.653943421549,2021-05-03 04:08:30
10.8050348776182,59.6539364215005,2021-05-03 04:10:34
10.8050348776182,59.6539364215005,2021-05-03 04:12:38
10.8050348776182,59.6539364215005,2021-05-03 04:14:42
10.8050348776182,59.6539364215005,2021-05-03 04:16:46
10.8050348776182,59.6539364215005,2021-05-03 04:18:50
10.8050348776182,59.6539364215005,2021-05-03 04:20:54
10.8051318755983,59.6540084217454,2021-05-03 04:35:22
10.8051318755983,59.6540084217454,2021-05-03 04:37:26
10.8051318755983,59.6540084217454,2021-05-03 04:39:30
10.8053968716344,59.6540504224246,2021-05-03 07:08:21
10.8054748700894,59.654100422622,2021-05-03 07:10:25
10.8052368755714,59.6538714220246,2021-05-03 08:04:09
10.80523087531,59.653905422007,2021-05-03 08:06:13
10.8050588777998,59.6538864215656,2021-05-03 08:28:57
10.8050588777998,59.6538864215656,2021-05-03 08:31:01
10.8050588777998,59.6538864215656,2021-05-03 08:33:05
10.8050588777998,59.6538864215656,2021-05-03 08:35:09
10.8051848732421,59.654172421871,2021-05-03 08:49:37
10.8053138715179,59.6541724222029,2021-05-03 08:51:41
10.805158872625,59.6542684217977,2021-05-03 08:53:45
10.8054378706644,59.6540924225273,2021-05-03 09:02:01
10.8050358754245,59.6541534214888,2021-05-03 10:18:29
10.8049858767057,59.6540924213641,2021-05-03 10:28:49
10.8050078759896,59.654134421418,2021-05-03 10:32:57
10.8050188759129,59.6541274214467,2021-05-03 10:35:01
10.8050818755733,59.6540774216121,2021-05-03 10:37:05
10.805087875684,59.6540584216289,2021-05-03 10:39:09
10.8050588743132,59.6542334215427,2021-05-03 10:48:35
10.805372873181,59.6539284223709,2021-05-03 11:07:11
10.805372873181,59.6539284223709,2021-05-03 11:09:15
10.8054228716285,59.6540164224937,2021-05-03 11:11:19
10.805043879226,59.6537644215351,2021-05-03 11:17:31
10.8051158742346,59.6541654216938,2021-05-03 11:25:47
10.8050398773202,59.6539594215119,2021-05-03 11:31:59
10.8052018731656,59.6541574219157,2021-05-03 11:34:03
10.8052928713364,59.6542184221458,2021-05-03 11:36:07
10.8052128722549,59.654233421939,2021-05-03 11:38:11
10.8052228725433,59.6541914219675,2021-05-03 11:44:23
10.8051728727493,59.6542374218358,2021-05-03 11:46:27
10.8051188743151,59.6541534217024,2021-05-03 11:50:35
10.8051458761748,59.6539324217864,2021-05-03 14:33:51
10.8051458761748,59.6539324217864,2021-05-03 14:35:55
10.8048978794492,59.653936421148,2021-05-03 15:25:10
10.8049438790253,59.6539174212676,2021-05-03 15:27:11
10.805189873557,59.6541344218863,2021-05-03 15:29:12
10.8052368716628,59.654260421999,2021-05-03 15:31:12
10.8051718735665,59.6541574218385,2021-05-03 15:33:12
10.8052638704579,59.6543444220629,2021-05-03 15:35:16
10.8052388718672,59.6542374220057,2021-05-03 15:37:17
10.8052318717699,59.6542564219864,2021-05-03 15:39:17
10.8052128725162,59.6542074219407,2021-05-03 15:41:18
10.8052128725162,59.6542074219407,2021-05-03 15:43:18
10.8052128725162,59.6542074219407,2021-05-03 15:45:18
10.8052108725831,59.6542034219358,2021-05-03 15:47:47
10.8052048742408,59.6540464219307,2021-05-03 15:50:18
10.8051818724783,59.6542524218579,2021-05-03 15:52:21
10.805154874065,59.6541304217965,2021-05-03 15:54:50
10.805154874065,59.6541304217965,2021-05-03 15:56:50
10.8047388797759,59.654115420727,2021-05-03 15:59:20
