x,y,datetime
10.7879688110912,59.6532351994224,2021-05-01 06:42:30
10.7880958068837,59.6533681999925,2021-05-01 06:44:30
10.7878988105545,59.653319199084,2021-05-01 06:47:02
10.7881068072731,59.6533382000483,2021-05-01 06:49:31
10.7880038107423,59.6532271995863,2021-05-01 06:51:32
10.7878648106169,59.6533421989223,2021-05-01 06:53:32
10.7878648106169,59.6533421989223,2021-05-01 06:55:32
10.787843812166,59.6532731988353,2021-05-01 06:57:32
10.7876418135654,59.6533531978837,2021-05-01 06:59:33
10.7877568130493,59.6532921984278,2021-05-01 07:02:02
10.7877338139913,59.6532581983261,2021-05-01 07:04:04
10.7878308137293,59.6531971987865,2021-05-01 07:06:05
10.7876948137249,59.6533031981378,2021-05-01 07:08:08
10.7877858138926,59.6532231985733,2021-05-01 07:10:16
10.7878438112039,59.6533261988271,2021-05-01 07:12:22
10.7877448097512,59.6534831983427,2021-05-01 07:14:25
10.7877208067677,59.653666198203,2021-05-01 07:16:26
10.787597803802,59.6539251975913,2021-05-01 07:18:28
10.7873658011951,59.6542491964627,2021-05-01 07:20:28
10.7873168049188,59.6540821962605,2021-05-01 07:22:29
10.7874037998961,59.654291196633,2021-05-01 07:24:29
10.7872418019654,59.6543031958778,2021-05-01 07:26:29
10.7869308062835,59.6543071944311,2021-05-01 07:28:38
10.7863058165599,59.6542271915372,2021-05-01 07:31:08
10.785921821927,59.6542301897512,2021-05-01 07:33:08
10.785921821927,59.6542301897512,2021-05-01 07:35:08
10.785921821927,59.6542301897512,2021-05-01 07:37:08
10.7859468251686,59.6540321898979,2021-05-01 07:39:08
10.7859518262781,59.6539671899311,2021-05-01 07:41:12
10.7860478258123,59.653918190385,2021-05-01 07:43:12
10.7861308263106,59.6538261907851,2021-05-01 07:45:12
10.7869958138806,59.6538381948054,2021-05-01 07:47:13
10.7880908029239,59.6535901999352,2021-05-01 07:49:13
10.7883628024789,59.6534032012287,2021-05-01 08:04:56
10.7885638018017,59.6532842021816,2021-05-01 08:06:56
10.7886168018705,59.653239202435,2021-05-01 08:08:56
10.7885008022736,59.6533072018851,2021-05-01 08:11:26
10.7885368034174,59.6532162020665,2021-05-01 08:13:26
10.7884588038287,59.653254201698,2021-05-01 08:15:55
10.7885978014488,59.6532772023408,2021-05-01 08:17:58
10.7885668022314,59.6532582021996,2021-05-01 08:20:00
10.7882188017523,59.6535552005358,2021-05-01 08:22:07
10.7882358021295,59.65352120062,2021-05-01 08:24:09
10.7882358021295,59.65352120062,2021-05-01 08:26:11
10.7882478025229,59.6534902006806,2021-05-01 08:28:12
10.7882508021901,59.6535062006921,2021-05-01 08:30:20
10.7882808019844,59.6534942008334,2021-05-01 08:32:24
