x,y,datetime
10.7892546192276,59.6614231648222,2021-05-08 00:00:01
10.7891176208206,59.6614991647369,2021-05-08 00:02:01
10.7898886105192,59.6616131652256,2021-05-08 00:04:29
10.7901846064822,59.6616901654138,2021-05-08 00:06:55
10.7907925986841,59.6616481657972,2021-05-08 00:09:22
10.7910065962508,59.6615071659301,2021-05-08 00:11:48
10.7910065962508,59.6615071659301,2021-05-08 00:14:14
10.7910325958857,59.6615181659468,2021-05-08 00:16:40
10.7910325958857,59.6615181659468,2021-05-08 00:19:10
10.7910245959231,59.6615451659421,2021-05-08 00:21:10
10.7910295959346,59.6615141659448,2021-05-08 00:23:11
10.7909015975142,59.6615481658645,2021-05-08 00:25:12
10.7908885976634,59.6615561658564,2021-05-08 00:27:12
10.7908885976634,59.6615561658564,2021-05-08 00:29:12
10.7909305971447,59.6615451658827,2021-05-08 00:31:12
10.7909305971447,59.6615451658827,2021-05-08 00:33:18
10.7909305971447,59.6615451658827,2021-05-08 00:35:18
10.7909305971447,59.6615451658827,2021-05-08 00:37:18
10.7909305971447,59.6615451658827,2021-05-08 00:39:49
10.7910095961575,59.6615291659324,2021-05-08 00:41:49
10.7910635952657,59.6616061659677,2021-05-08 00:43:49
10.7910635952657,59.6616061659677,2021-05-08 00:45:49
10.7909575968136,59.6615371658997,2021-05-08 00:47:49
10.7909575968136,59.6615371658997,2021-05-08 00:49:49
10.7909575968136,59.6615371658997,2021-05-08 00:51:49
10.7909255972862,59.6615141658791,2021-05-08 00:53:49
10.7909555969629,59.6614871658976,2021-05-08 00:55:49
10.7909555969629,59.6614871658976,2021-05-08 00:57:49
10.7909555969629,59.6614871658976,2021-05-08 00:59:49
10.7909555969629,59.6614871658976,2021-05-08 01:01:49
10.7909555969629,59.6614871658976,2021-05-08 01:03:49
10.7909555969629,59.6614871658976,2021-05-08 01:05:49
10.7909595967209,59.6615641659014,2021-05-08 01:07:49
10.7909065974492,59.6615481658676,2021-05-08 01:09:49
10.7910475956636,59.6615291659564,2021-05-08 01:11:49
10.7910295958581,59.6615451659453,2021-05-08 01:13:49
10.7910295958581,59.6615451659453,2021-05-08 01:15:49
10.7910295958581,59.6615451659453,2021-05-08 01:17:49
10.7910295958581,59.6615451659453,2021-05-08 01:19:49
10.7910295958581,59.6615451659453,2021-05-08 01:21:49
10.7910045961756,59.6615481659295,2021-05-08 01:23:49
10.7910645952922,59.6615901659681,2021-05-08 01:25:49
10.7910645952922,59.6615901659681,2021-05-08 01:27:49
10.7912125937636,59.6614301660591,2021-05-08 01:29:49
10.7907236004568,59.661293165748,2021-05-08 01:31:49
10.7902126072681,59.6612241654242,2021-05-08 01:33:49
10.7900676092463,59.661186165332,2021-05-08 01:35:49
10.7893546182857,59.6612781648831,2021-05-08 01:38:36
10.7899696098711,59.6614491652742,2021-05-08 01:41:04
10.7894076174661,59.6613311649174,2021-05-08 02:07:30
10.789357618444,59.6611981648837,2021-05-08 02:09:30
10.7894476168525,59.6613691649432,2021-05-08 02:11:59
10.7895506150156,59.6615711650114,2021-05-08 02:14:00
10.7893606176156,59.6615181648906,2021-05-08 02:16:00
10.7895116158135,59.661453164985,2021-05-08 02:18:00
10.7894686160986,59.6615641649596,2021-05-08 02:20:29
10.7894726159627,59.6615981649626,2021-05-08 02:22:29
10.7893146181666,59.6615371648619,2021-05-08 02:24:59
10.7894816157692,59.6616291649688,2021-05-08 02:26:59
10.7894326165023,59.6615901649373,2021-05-08 02:28:59
10.7894876158344,59.6615711649717,2021-05-08 02:30:59
10.7893746174238,59.6615221648996,2021-05-08 02:33:28
10.7893546177306,59.6615031648866,2021-05-08 02:35:29
10.7896086141286,59.6616251650489,2021-05-08 02:37:29
10.7895336151502,59.6616061650013,2021-05-08 02:39:59
10.7895026156394,59.6615711649811,2021-05-08 02:41:59
10.7894916158564,59.6615411649737,2021-05-08 02:43:59
10.7897136126332,59.6616781651161,2021-05-08 02:46:29
10.7893736174565,59.6615141648988,2021-05-08 02:48:30
10.7895006158726,59.6614871649786,2021-05-08 02:50:31
10.7895616146185,59.66167416502,2021-05-08 02:52:32
10.7895296152219,59.6615981649987,2021-05-08 02:54:33
10.7897246129516,59.6614911651201,2021-05-08 02:56:34
10.7902746058973,59.6614531654669,2021-05-08 02:58:34
10.7900506090429,59.6613581653239,2021-05-08 03:01:08
10.7898896103631,59.6616711652271,2021-05-08 04:09:43
10.7896136141573,59.6615871650515,2021-05-08 04:12:06
10.7896556131501,59.6617741650809,2021-05-08 04:14:18
10.7898116109722,59.6618351651805,2021-05-08 04:17:52
10.789945610558,59.6612971652567,2021-05-08 04:20:14
10.7901566064514,59.6618501653986,2021-05-08 08:30:24
10.7899086103703,59.6615681652375,2021-05-08 08:32:24
10.7901056081209,59.66144216536,2021-05-08 08:34:53
10.7902026072007,59.6613041654191,2021-05-08 08:37:21
10.7902546065323,59.6613011654519,2021-05-08 08:39:49
10.7903306056778,59.6612471654991,2021-05-08 08:42:16
10.7903576051863,59.661304165517,2021-05-08 08:44:43
10.7903536049076,59.6614381655166,2021-05-08 08:47:09
10.7902186065684,59.6614761654319,2021-05-08 08:49:37
10.7902506062931,59.6614191654512,2021-05-08 08:52:03
10.7903216051261,59.6615181654976,2021-05-08 08:54:29
10.7903656044975,59.6615411655258,2021-05-08 08:56:55
10.7902766051287,59.6617541654729,2021-05-08 08:59:23
